country,time,value
Oman,1821,321000
Pakistan,1821,13700000
Palau,1821,3940
Palestine,1821,166000
Panama,1821,83600
Papua New Guinea,1821,770000
Paraguay,1821,158000
Peru,1821,1380000
Philippines,1821,2000000
Poland,1821,10600000
Portugal,1821,3330000
Qatar,1821,14100
Romania,1821,6440000
Russia,1821,32000000
Rwanda,1821,947000
Samoa,1821,47100
San Marino,1821,5610
Sao Tome and Principe,1821,23300
Saudi Arabia,1821,2110000
Senegal,1821,1030000
Serbia,1821,2210000
Seychelles,1821,12700
Sierra Leone,1821,811000
Singapore,1821,32100
Slovak Republic,1821,2170000
Slovenia,1821,483000
Solomon Islands,1821,57800
Somalia,1821,1020000
South Africa,1821,1590000
South Korea,1821,9410000
South Sudan,1821,1070000
Spain,1821,12400000
Sri Lanka,1821,1300000
St. Kitts and Nevis,1821,17600
St. Lucia,1821,24000
St. Vincent and the Grenadines,1821,26200
Sudan,1821,4150000
Suriname,1821,82700
Swaziland,1821,86000
Sweden,1821,2620000
Switzerland,1821,2000000
Syria,1821,1350000
Tajikistan,1821,481000
Tanzania,1821,3050000
Thailand,1821,4720000
Timor-Leste,1821,142000
Togo,1821,459000
Tonga,1821,18600
Trinidad and Tobago,1821,61900
Tunisia,1821,890000
Turkey,1821,10100000
Turkmenistan,1821,378000
Tuvalu,1821,2540
Uganda,1821,2120000
Ukraine,1821,11600000
United Arab Emirates,1821,40200
United Kingdom,1821,16500000
United States,1821,10600000
Uruguay,1821,60700
Uzbekistan,1821,1980000
Vanuatu,1821,28200
Venezuela,1821,768000
Vietnam,1821,6750000
Yemen,1821,2610000
Zambia,1821,747000
Zimbabwe,1821,1110000
Afghanistan,1822,3340000
Albania,1822,442000
Algeria,1822,2740000
Andorra,1822,2720
Angola,1822,1610000
Antigua and Barbuda,1822,37000
Argentina,1822,587000
Armenia,1822,428000
Australia,1822,333000
Austria,1822,3420000
Azerbaijan,1822,911000
Bahamas,1822,27400
Bahrain,1822,64500
Bangladesh,1822,20300000
Barbados,1822,87100
Belarus,1822,2440000
Belgium,1822,3520000
Belize,1822,25600
Benin,1822,661000
Bhutan,1822,91600
Bolivia,1822,1130000
Bosnia and Herzegovina,1822,881000
Botswana,1822,121000
Brazil,1822,4710000
Brunei,1822,2310
Bulgaria,1822,2210000
Burkina Faso,1822,1710000
Burundi,1822,926000
Cambodia,1822,2110000
Cameroon,1822,1880000
Canada,1822,928000
Cape Verde,1822,57600
Central African Republic,1822,488000
Chad,1822,1430000
Chile,1822,842000
China,1822,386000000
Colombia,1822,1290000
Comoros,1822,58000
"Congo, Dem. Rep.",1822,5290000
"Congo, Rep.",1822,323000
Costa Rica,1822,64800
Cote d'Ivoire,1822,1120000
Croatia,1822,1270000
Cuba,1822,638000
Cyprus,1822,185000
Czech Republic,1822,5590000
Denmark,1822,1190000
Djibouti,1822,23500
Dominica,1822,20300
Dominican Republic,1822,94800
Ecuador,1822,532000
Egypt,1822,4370000
El Salvador,1822,261000
Equatorial Guinea,1822,81400
Eritrea,1822,216000
Estonia,1822,346000
Ethiopia,1822,3110000
Fiji,1822,135000
Finland,1822,1220000
France,1822,31900000
Gabon,1822,163000
Gambia,1822,106000
Georgia,1822,1110000
Germany,1822,25900000
Ghana,1822,1980000
Greece,1822,2380000
Grenada,1822,29800
Guatemala,1822,610000
Guinea,1822,1020000
Guinea-Bissau,1822,224000
Guyana,1822,170000
Haiti,1822,747000
Holy See,1822,905
Honduras,1822,153000
Hungary,1822,4200000
Iceland,1822,63000
India,1822,177000000
Indonesia,1822,17400000
Iran,1822,6660000
Iraq,1822,1120000
Ireland,1822,5160000
Israel,1822,210000
Italy,1822,20600000
Jamaica,1822,401000
Japan,1822,31100000
Jordan,1822,220000
Kazakhstan,1822,2110000
Kenya,1822,2570000
Kiribati,1822,18100
Kuwait,1822,81300
Kyrgyz Republic,1822,549000
Lao,1822,487000
Latvia,1822,612000
Lebanon,1822,341000
Lesotho,1822,284000
Liberia,1822,323000
Libya,1822,548000
Liechtenstein,1822,5950
Lithuania,1822,806000
Luxembourg,1822,130000
"Macedonia, FYR",1822,405000
Madagascar,1822,1710000
Malawi,1822,737000
Malaysia,1822,311000
Maldives,1822,43300
Mali,1822,1450000
Malta,1822,137000
Marshall Islands,1822,5970
Mauritania,1822,389000
Mauritius,1822,101000
Mexico,1822,6680000
"Micronesia, Fed. Sts.",1822,16700
Moldova,1822,738000
Monaco,1822,8010
Mongolia,1822,623000
Montenegro,1822,131000
Morocco,1822,2740000
Mozambique,1822,2160000
Myanmar,1822,3560000
Namibia,1822,229000
Nauru,1822,1860
Nepal,1822,3940000
Netherlands,1822,2440000
New Zealand,1822,99500
Nicaragua,1822,233000
Niger,1822,1270000
Nigeria,1822,12300000
North Korea,1822,4360000
Norway,1822,1020000
Oman,1822,321000
Pakistan,1822,13800000
Palau,1822,3950
Palestine,1822,166000
Panama,1822,84500
Papua New Guinea,1822,773000
Paraguay,1822,161000
Peru,1822,1390000
Philippines,1822,2020000
Poland,1822,10600000
Portugal,1822,3350000
Qatar,1822,14100
Romania,1822,6490000
Russia,1822,32200000
Rwanda,1822,950000
Samoa,1822,47100
San Marino,1822,5630
Sao Tome and Principe,1822,23400
Saudi Arabia,1822,2110000
Senegal,1822,1040000
Serbia,1822,2220000
Seychelles,1822,12700
Sierra Leone,1822,815000
Singapore,1822,32500
Slovak Republic,1822,2170000
Slovenia,1822,486000
Solomon Islands,1822,58000
Somalia,1822,1020000
South Africa,1822,1600000
South Korea,1822,9410000
South Sudan,1822,1070000
Spain,1822,12500000
Sri Lanka,1822,1310000
St. Kitts and Nevis,1822,17700
St. Lucia,1822,24000
St. Vincent and the Grenadines,1822,26300
Sudan,1822,4160000
Suriname,1822,83100
Swaziland,1822,86000
Sweden,1822,2640000
Switzerland,1822,2010000
Syria,1822,1350000
Tajikistan,1822,483000
Tanzania,1822,3060000
Thailand,1822,4730000
Timor-Leste,1822,143000
Togo,1822,461000
Tonga,1822,18600
Trinidad and Tobago,1822,62200
Tunisia,1822,894000
Turkey,1822,10200000
Turkmenistan,1822,380000
Tuvalu,1822,2550
Uganda,1822,2130000
Ukraine,1822,11600000
United Arab Emirates,1822,40200
United Kingdom,1822,16700000
United States,1822,10900000
Uruguay,1822,61800
Uzbekistan,1822,1990000
Vanuatu,1822,28200
Venezuela,1822,777000
Vietnam,1822,6790000
Yemen,1822,2610000
Zambia,1822,747000
Zimbabwe,1822,1120000
Afghanistan,1823,3350000
Albania,1823,444000
Algeria,1823,2760000
Andorra,1823,2730
Angola,1823,1620000
Antigua and Barbuda,1823,37000
Argentina,1823,596000
Armenia,1823,430000
Australia,1823,334000
Austria,1823,3430000
Azerbaijan,1823,916000
Bahamas,1823,27400
Bahrain,1823,64500
Bangladesh,1823,20300000
Barbados,1823,88000
Belarus,1823,2450000
Belgium,1823,3550000
Belize,1823,25600
Benin,1823,665000
Bhutan,1823,91900
Bolivia,1823,1140000
Bosnia and Herzegovina,1823,885000
Botswana,1823,121000
Brazil,1823,4780000
Brunei,1823,2340
Bulgaria,1823,2220000
Burkina Faso,1823,1720000
Burundi,1823,930000
Cambodia,1823,2110000
Cameroon,1823,1880000
Canada,1823,955000
Cape Verde,1823,58000
Central African Republic,1823,490000
Chad,1823,1430000
Chile,1823,855000
China,1823,388000000
Colombia,1823,1310000
Comoros,1823,58300
"Congo, Dem. Rep.",1823,5320000
"Congo, Rep.",1823,325000
Costa Rica,1823,65600
Cote d'Ivoire,1823,1120000
Croatia,1823,1280000
Cuba,1823,654000
Cyprus,1823,185000
Czech Republic,1823,5610000
Denmark,1823,1200000
Djibouti,1823,23600
Dominica,1823,20300
Dominican Republic,1823,95900
Ecuador,1823,538000
Egypt,1823,4400000
El Salvador,1823,263000
Equatorial Guinea,1823,81600
Eritrea,1823,217000
Estonia,1823,348000
Ethiopia,1823,3140000
Fiji,1823,136000
Finland,1823,1230000
France,1823,32000000
Gabon,1823,164000
Gambia,1823,107000
Georgia,1823,1120000
Germany,1823,26200000
Ghana,1823,1970000
Greece,1823,2400000
Grenada,1823,29900
Guatemala,1823,617000
Guinea,1823,1020000
Guinea-Bissau,1823,225000
Guyana,1823,171000
Haiti,1823,751000
Holy See,1823,905
Honduras,1823,156000
Hungary,1823,4240000
Iceland,1823,63200
India,1823,178000000
Indonesia,1823,17500000
Iran,1823,6690000
Iraq,1823,1130000
Ireland,1823,5210000
Israel,1823,210000
Italy,1823,20700000
Jamaica,1823,401000
Japan,1823,31100000
Jordan,1823,221000
Kazakhstan,1823,2130000
Kenya,1823,2570000
Kiribati,1823,18100
Kuwait,1823,81300
Kyrgyz Republic,1823,552000
Lao,1823,490000
Latvia,1823,615000
Lebanon,1823,343000
Lesotho,1823,286000
Liberia,1823,325000
Libya,1823,549000
Liechtenstein,1823,5970
Lithuania,1823,811000
Luxembourg,1823,131000
"Macedonia, FYR",1823,407000
Madagascar,1823,1720000
Malawi,1823,737000
Malaysia,1823,315000
Maldives,1823,43500
Mali,1823,1460000
Malta,1823,138000
Marshall Islands,1823,5990
Mauritania,1823,390000
Mauritius,1823,103000
Mexico,1823,6710000
"Micronesia, Fed. Sts.",1823,16800
Moldova,1823,742000
Monaco,1823,8040
Mongolia,1823,623000
Montenegro,1823,132000
Morocco,1823,2760000
Mozambique,1823,2170000
Myanmar,1823,3570000
Namibia,1823,229000
Nauru,1823,1860
Nepal,1823,3950000
Netherlands,1823,2460000
New Zealand,1823,99000
Nicaragua,1823,236000
Niger,1823,1270000
Nigeria,1823,12300000
North Korea,1823,4360000
Norway,1823,1030000
Oman,1823,322000
Pakistan,1823,13800000
Palau,1823,3960
Palestine,1823,166000
Panama,1823,85500
Papua New Guinea,1823,776000
Paraguay,1823,164000
Peru,1823,1400000
Philippines,1823,2040000
Poland,1823,10700000
Portugal,1823,3360000
Qatar,1823,14100
Romania,1823,6540000
Russia,1823,32400000
Rwanda,1823,954000
Samoa,1823,47100
San Marino,1823,5650
Sao Tome and Principe,1823,23500
Saudi Arabia,1823,2110000
Senegal,1823,1040000
Serbia,1823,2230000
Seychelles,1823,12700
Sierra Leone,1823,818000
Singapore,1823,33000
Slovak Republic,1823,2170000
Slovenia,1823,488000
Solomon Islands,1823,58100
Somalia,1823,1030000
South Africa,1823,1610000
South Korea,1823,9420000
South Sudan,1823,1070000
Spain,1823,12500000
Sri Lanka,1823,1330000
St. Kitts and Nevis,1823,17800
St. Lucia,1823,24000
St. Vincent and the Grenadines,1823,26300
Sudan,1823,4170000
Suriname,1823,83400
Swaziland,1823,86000
Sweden,1823,2670000
Switzerland,1823,2020000
Syria,1823,1360000
Tajikistan,1823,486000
Tanzania,1823,3070000
Thailand,1823,4740000
Timor-Leste,1823,144000
Togo,1823,464000
Tonga,1823,18600
Trinidad and Tobago,1823,62600
Tunisia,1823,897000
Turkey,1823,10200000
Turkmenistan,1823,382000
Tuvalu,1823,2560
Uganda,1823,2130000
Ukraine,1823,11700000
United Arab Emirates,1823,40200
United Kingdom,1823,16900000
United States,1823,11200000
Uruguay,1823,63000
Uzbekistan,1823,2000000
Vanuatu,1823,28300
Venezuela,1823,788000
Vietnam,1823,6830000
Yemen,1823,2610000
Zambia,1823,747000
Zimbabwe,1823,1120000
Afghanistan,1824,3360000
Albania,1824,446000
Algeria,1824,2770000
Andorra,1824,2740
Angola,1824,1630000
Antigua and Barbuda,1824,37000
Argentina,1824,607000
Armenia,1824,433000
Australia,1824,334000
Austria,1824,3450000
Azerbaijan,1824,922000
Bahamas,1824,27500
Bahrain,1824,64500
Bangladesh,1824,20400000
Barbados,1824,89000
Belarus,1824,2470000
Belgium,1824,3580000
Belize,1824,25600
Benin,1824,669000
Bhutan,1824,92200
Bolivia,1824,1140000
Bosnia and Herzegovina,1824,891000
Botswana,1824,121000
Brazil,1824,4840000
Brunei,1824,2370
Bulgaria,1824,2230000
Burkina Faso,1824,1730000
Burundi,1824,935000
Cambodia,1824,2110000
Cameroon,1824,1890000
Canada,1824,983000
Cape Verde,1824,58300
Central African Republic,1824,491000
Chad,1824,1430000
Chile,1824,868000
China,1824,391000000
Colombia,1824,1320000
Comoros,1824,58600
"Congo, Dem. Rep.",1824,5340000
"Congo, Rep.",1824,326000
Costa Rica,1824,66400
Cote d'Ivoire,1824,1130000
Croatia,1824,1280000
Cuba,1824,670000
Cyprus,1824,185000
Czech Republic,1824,5620000
Denmark,1824,1210000
Djibouti,1824,23800
Dominica,1824,20400
Dominican Republic,1824,97000
Ecuador,1824,544000
Egypt,1824,4430000
El Salvador,1824,265000
Equatorial Guinea,1824,81700
Eritrea,1824,219000
Estonia,1824,350000
Ethiopia,1824,3170000
Fiji,1824,136000
Finland,1824,1250000
France,1824,32200000
Gabon,1824,165000
Gambia,1824,107000
Georgia,1824,1120000
Germany,1824,26400000
Ghana,1824,1970000
Greece,1824,2410000
Grenada,1824,30000
Guatemala,1824,625000
Guinea,1824,1030000
Guinea-Bissau,1824,226000
Guyana,1824,172000
Haiti,1824,756000
Holy See,1824,905
Honduras,1824,160000
Hungary,1824,4270000
Iceland,1824,63500
India,1824,178000000
Indonesia,1824,17700000
Iran,1824,6710000
Iraq,1824,1130000
Ireland,1824,5260000
Israel,1824,210000
Italy,1824,20800000
Jamaica,1824,401000
Japan,1824,31100000
Jordan,1824,222000
Kazakhstan,1824,2140000
Kenya,1824,2570000
Kiribati,1824,18100
Kuwait,1824,81300
Kyrgyz Republic,1824,556000
Lao,1824,493000
Latvia,1824,619000
Lebanon,1824,344000
Lesotho,1824,287000
Liberia,1824,327000
Libya,1824,551000
Liechtenstein,1824,6000
Lithuania,1824,816000
Luxembourg,1824,131000
"Macedonia, FYR",1824,410000
Madagascar,1824,1740000
Malawi,1824,737000
Malaysia,1824,319000
Maldives,1824,43600
Mali,1824,1470000
Malta,1824,139000
Marshall Islands,1824,6010
Mauritania,1824,391000
Mauritius,1824,105000
Mexico,1824,6740000
"Micronesia, Fed. Sts.",1824,16800
Moldova,1824,747000
Monaco,1824,8080
Mongolia,1824,624000
Montenegro,1824,132000
Morocco,1824,2770000
Mozambique,1824,2180000
Myanmar,1824,3570000
Namibia,1824,229000
Nauru,1824,1870
Nepal,1824,3960000
Netherlands,1824,2480000
New Zealand,1824,98400
Nicaragua,1824,238000
Niger,1824,1280000
Nigeria,1824,12400000
North Korea,1824,4360000
Norway,1824,1040000
Oman,1824,323000
Pakistan,1824,13900000
Palau,1824,3980
Palestine,1824,166000
Panama,1824,86600
Papua New Guinea,1824,779000
Paraguay,1824,168000
Peru,1824,1420000
Philippines,1824,2070000
Poland,1824,10800000
Portugal,1824,3380000
Qatar,1824,14100
Romania,1824,6590000
Russia,1824,32600000
Rwanda,1824,958000
Samoa,1824,47100
San Marino,1824,5680
Sao Tome and Principe,1824,23600
Saudi Arabia,1824,2110000
Senegal,1824,1040000
Serbia,1824,2250000
Seychelles,1824,12700
Sierra Leone,1824,822000
Singapore,1824,33500
Slovak Republic,1824,2180000
Slovenia,1824,491000
Solomon Islands,1824,58300
Somalia,1824,1030000
South Africa,1824,1630000
South Korea,1824,9420000
South Sudan,1824,1080000
Spain,1824,12600000
Sri Lanka,1824,1350000
St. Kitts and Nevis,1824,17900
St. Lucia,1824,24000
St. Vincent and the Grenadines,1824,26400
Sudan,1824,4190000
Suriname,1824,83900
Swaziland,1824,86000
Sweden,1824,2690000
Switzerland,1824,2030000
Syria,1824,1360000
Tajikistan,1824,489000
Tanzania,1824,3070000
Thailand,1824,4760000
Timor-Leste,1824,145000
Togo,1824,466000
Tonga,1824,18600
Trinidad and Tobago,1824,63000
Tunisia,1824,901000
Turkey,1824,10200000
Turkmenistan,1824,385000
Tuvalu,1824,2570
Uganda,1824,2140000
Ukraine,1824,11800000
United Arab Emirates,1824,40200
United Kingdom,1824,17100000
United States,1824,11500000
Uruguay,1824,64300
Uzbekistan,1824,2010000
Vanuatu,1824,28400
Venezuela,1824,799000
Vietnam,1824,6880000
Yemen,1824,2620000
Zambia,1824,747000
Zimbabwe,1824,1130000
Afghanistan,1825,3380000
Albania,1825,448000
Algeria,1825,2790000
Andorra,1825,2760
Angola,1825,1630000
Antigua and Barbuda,1825,37000
Argentina,1825,618000
Armenia,1825,436000
Australia,1825,335000
Austria,1825,3460000
Azerbaijan,1825,928000
Bahamas,1825,27500
Bahrain,1825,64500
Bangladesh,1825,20500000
Barbados,1825,90100
Belarus,1825,2480000
Belgium,1825,3600000
Belize,1825,25600
Benin,1825,674000
Bhutan,1825,92500
Bolivia,1825,1150000
Bosnia and Herzegovina,1825,896000
Botswana,1825,121000
Brazil,1825,4910000
Brunei,1825,2410
Bulgaria,1825,2240000
Burkina Faso,1825,1740000
Burundi,1825,940000
Cambodia,1825,2120000
Cameroon,1825,1890000
Canada,1825,1010000
Cape Verde,1825,58700
Central African Republic,1825,493000
Chad,1825,1430000
Chile,1825,882000
China,1825,393000000
Colombia,1825,1340000
Comoros,1825,59000
"Congo, Dem. Rep.",1825,5370000
"Congo, Rep.",1825,328000
Costa Rica,1825,67200
Cote d'Ivoire,1825,1130000
Croatia,1825,1290000
Cuba,1825,686000
Cyprus,1825,185000
Czech Republic,1825,5630000
Denmark,1825,1220000
Djibouti,1825,23900
Dominica,1825,20400
Dominican Republic,1825,98200
Ecuador,1825,551000
Egypt,1825,4460000
El Salvador,1825,268000
Equatorial Guinea,1825,81900
Eritrea,1825,222000
Estonia,1825,353000
Ethiopia,1825,3200000
Fiji,1825,136000
Finland,1825,1260000
France,1825,32300000
Gabon,1825,166000
Gambia,1825,108000
Georgia,1825,1130000
Germany,1825,26600000
Ghana,1825,1960000
Greece,1825,2430000
Grenada,1825,30000
Guatemala,1825,633000
Guinea,1825,1040000
Guinea-Bissau,1825,227000
Guyana,1825,173000
Haiti,1825,761000
Holy See,1825,905
Honduras,1825,164000
Hungary,1825,4300000
Iceland,1825,63800
India,1825,179000000
Indonesia,1825,17800000
Iran,1825,6740000
Iraq,1825,1140000
Ireland,1825,5300000
Israel,1825,210000
Italy,1825,20900000
Jamaica,1825,401000
Japan,1825,31200000
Jordan,1825,222000
Kazakhstan,1825,2150000
Kenya,1825,2570000
Kiribati,1825,18200
Kuwait,1825,81300
Kyrgyz Republic,1825,559000
Lao,1825,497000
Latvia,1825,623000
Lebanon,1825,346000
Lesotho,1825,289000
Liberia,1825,329000
Libya,1825,554000
Liechtenstein,1825,6030
Lithuania,1825,821000
Luxembourg,1825,132000
"Macedonia, FYR",1825,412000
Madagascar,1825,1750000
Malawi,1825,737000
Malaysia,1825,324000
Maldives,1825,43800
Mali,1825,1480000
Malta,1825,139000
Marshall Islands,1825,6040
Mauritania,1825,392000
Mauritius,1825,108000
Mexico,1825,6770000
"Micronesia, Fed. Sts.",1825,16900
Moldova,1825,752000
Monaco,1825,8120
Mongolia,1825,624000
Montenegro,1825,133000
Morocco,1825,2790000
Mozambique,1825,2200000
Myanmar,1825,3580000
Namibia,1825,229000
Nauru,1825,1870
Nepal,1825,3970000
Netherlands,1825,2500000
New Zealand,1825,97600
Nicaragua,1825,241000
Niger,1825,1280000
Nigeria,1825,12400000
North Korea,1825,4360000
Norway,1825,1050000
Oman,1825,323000
Pakistan,1825,13900000
Palau,1825,3990
Palestine,1825,166000
Panama,1825,87700
Papua New Guinea,1825,783000
Paraguay,1825,172000
Peru,1825,1430000
Philippines,1825,2090000
Poland,1825,10800000
Portugal,1825,3390000
Qatar,1825,14100
Romania,1825,6640000
Russia,1825,32800000
Rwanda,1825,962000
Samoa,1825,47100
San Marino,1825,5700
Sao Tome and Principe,1825,23700
Saudi Arabia,1825,2120000
Senegal,1825,1050000
Serbia,1825,2260000
Seychelles,1825,12800
Sierra Leone,1825,826000
Singapore,1825,34000
Slovak Republic,1825,2190000
Slovenia,1825,494000
Solomon Islands,1825,58500
Somalia,1825,1040000
South Africa,1825,1640000
South Korea,1825,9420000
South Sudan,1825,1080000
Spain,1825,12700000
Sri Lanka,1825,1370000
St. Kitts and Nevis,1825,18000
St. Lucia,1825,24000
St. Vincent and the Grenadines,1825,26500
Sudan,1825,4200000
Suriname,1825,84300
Swaziland,1825,86000
Sweden,1825,2720000
Switzerland,1825,2050000
Syria,1825,1360000
Tajikistan,1825,492000
Tanzania,1825,3080000
Thailand,1825,4770000
Timor-Leste,1825,146000
Togo,1825,469000
Tonga,1825,18600
Trinidad and Tobago,1825,63500
Tunisia,1825,905000
Turkey,1825,10200000
Turkmenistan,1825,387000
Tuvalu,1825,2580
Uganda,1825,2140000
Ukraine,1825,11800000
United Arab Emirates,1825,40200
United Kingdom,1825,17400000
United States,1825,11800000
Uruguay,1825,65700
Uzbekistan,1825,2020000
Vanuatu,1825,28500
Venezuela,1825,811000
Vietnam,1825,6920000
Yemen,1825,2620000
Zambia,1825,747000
Zimbabwe,1825,1130000
Afghanistan,1826,3390000
Albania,1826,449000
Algeria,1826,2810000
Andorra,1826,2770
Angola,1826,1640000
Antigua and Barbuda,1826,37000
Argentina,1826,630000
Armenia,1826,439000
Australia,1826,337000
Austria,1826,3470000
Azerbaijan,1826,935000
Bahamas,1826,27500
Bahrain,1826,64500
Bangladesh,1826,20500000
Barbados,1826,91300
Belarus,1826,2500000
Belgium,1826,3630000
Belize,1826,25600
Benin,1826,679000
Bhutan,1826,92900
Bolivia,1826,1160000
Bosnia and Herzegovina,1826,903000
Botswana,1826,121000
Brazil,1826,4990000
Brunei,1826,2450
Bulgaria,1826,2250000
Burkina Faso,1826,1750000
Burundi,1826,946000
Cambodia,1826,2120000
Cameroon,1826,1900000
Canada,1826,1050000
Cape Verde,1826,59100
Central African Republic,1826,495000
Chad,1826,1430000
Chile,1826,897000
China,1826,395000000
Colombia,1826,1360000
Comoros,1826,59300
"Congo, Dem. Rep.",1826,5390000
"Congo, Rep.",1826,330000
Costa Rica,1826,68000
Cote d'Ivoire,1826,1140000
Croatia,1826,1300000
Cuba,1826,702000
Cyprus,1826,185000
Czech Republic,1826,5650000
Denmark,1826,1230000
Djibouti,1826,24000
Dominica,1826,20500
Dominican Republic,1826,99400
Ecuador,1826,558000
Egypt,1826,4490000
El Salvador,1826,270000
Equatorial Guinea,1826,82100
Eritrea,1826,224000
Estonia,1826,355000
Ethiopia,1826,3240000
Fiji,1826,136000
Finland,1826,1270000
France,1826,32500000
Gabon,1826,167000
Gambia,1826,108000
Georgia,1826,1140000
Germany,1826,26900000
Ghana,1826,1950000
Greece,1826,2450000
Grenada,1826,30100
Guatemala,1826,640000
Guinea,1826,1040000
Guinea-Bissau,1826,228000
Guyana,1826,174000
Haiti,1826,766000
Holy See,1826,905
Honduras,1826,168000
Hungary,1826,4330000
Iceland,1826,64100
India,1826,180000000
Indonesia,1826,17900000
Iran,1826,6770000
Iraq,1826,1150000
Ireland,1826,5350000
Israel,1826,210000
Italy,1826,21000000
Jamaica,1826,401000
Japan,1826,31200000
Jordan,1826,223000
Kazakhstan,1826,2170000
Kenya,1826,2570000
Kiribati,1826,18200
Kuwait,1826,81300
Kyrgyz Republic,1826,563000
Lao,1826,500000
Latvia,1826,628000
Lebanon,1826,348000
Lesotho,1826,290000
Liberia,1826,331000
Libya,1826,556000
Liechtenstein,1826,6060
Lithuania,1826,827000
Luxembourg,1826,133000
"Macedonia, FYR",1826,415000
Madagascar,1826,1760000
Malawi,1826,737000
Malaysia,1826,330000
Maldives,1826,44000
Mali,1826,1490000
Malta,1826,140000
Marshall Islands,1826,6070
Mauritania,1826,393000
Mauritius,1826,110000
Mexico,1826,6800000
"Micronesia, Fed. Sts.",1826,17000
Moldova,1826,757000
Monaco,1826,8170
Mongolia,1826,625000
Montenegro,1826,134000
Morocco,1826,2810000
Mozambique,1826,2220000
Myanmar,1826,3590000
Namibia,1826,229000
Nauru,1826,1880
Nepal,1826,3980000
Netherlands,1826,2520000
New Zealand,1826,96700
Nicaragua,1826,244000
Niger,1826,1290000
Nigeria,1826,12400000
North Korea,1826,4370000
Norway,1826,1060000
Oman,1826,324000
Pakistan,1826,13900000
Palau,1826,4010
Palestine,1826,166000
Panama,1826,89000
Papua New Guinea,1826,787000
Paraguay,1826,176000
Peru,1826,1450000
Philippines,1826,2120000
Poland,1826,10900000
Portugal,1826,3410000
Qatar,1826,14100
Romania,1826,6690000
Russia,1826,33000000
Rwanda,1826,967000
Samoa,1826,47100
San Marino,1826,5730
Sao Tome and Principe,1826,23900
Saudi Arabia,1826,2120000
Senegal,1826,1060000
Serbia,1826,2280000
Seychelles,1826,12800
Sierra Leone,1826,830000
Singapore,1826,34500
Slovak Republic,1826,2190000
Slovenia,1826,498000
Solomon Islands,1826,58700
Somalia,1826,1040000
South Africa,1826,1650000
South Korea,1826,9430000
South Sudan,1826,1090000
Spain,1826,12700000
Sri Lanka,1826,1390000
St. Kitts and Nevis,1826,18100
St. Lucia,1826,24000
St. Vincent and the Grenadines,1826,26600
Sudan,1826,4220000
Suriname,1826,84800
Swaziland,1826,86000
Sweden,1826,2750000
Switzerland,1826,2060000
Syria,1826,1370000
Tajikistan,1826,496000
Tanzania,1826,3090000
Thailand,1826,4780000
Timor-Leste,1826,148000
Togo,1826,473000
Tonga,1826,18600
Trinidad and Tobago,1826,63900
Tunisia,1826,909000
Turkey,1826,10300000
Turkmenistan,1826,390000
Tuvalu,1826,2590
Uganda,1826,2150000
Ukraine,1826,11900000
United Arab Emirates,1826,40200
United Kingdom,1826,17600000
United States,1826,12100000
Uruguay,1826,67300
Uzbekistan,1826,2040000
Vanuatu,1826,28600
Venezuela,1826,824000
Vietnam,1826,6980000
Yemen,1826,2620000
Zambia,1826,747000
Zimbabwe,1826,1140000
Afghanistan,1827,3400000
Albania,1827,451000
Algeria,1827,2820000
Andorra,1827,2790
Angola,1827,1650000
Antigua and Barbuda,1827,37000
Argentina,1827,642000
Armenia,1827,442000
Australia,1827,338000
Austria,1827,3490000
Azerbaijan,1827,942000
Bahamas,1827,27500
Bahrain,1827,64500
Bangladesh,1827,20600000
Barbados,1827,92500
Belarus,1827,2520000
Belgium,1827,3660000
Belize,1827,25600
Benin,1827,684000
Bhutan,1827,93200
Bolivia,1827,1160000
Bosnia and Herzegovina,1827,909000
Botswana,1827,121000
Brazil,1827,5060000
Brunei,1827,2490
Bulgaria,1827,2260000
Burkina Faso,1827,1760000
Burundi,1827,952000
Cambodia,1827,2120000
Cameroon,1827,1900000
Canada,1827,1080000
Cape Verde,1827,59500
Central African Republic,1827,497000
Chad,1827,1430000
Chile,1827,914000
China,1827,397000000
Colombia,1827,1380000
Comoros,1827,59700
"Congo, Dem. Rep.",1827,5420000
"Congo, Rep.",1827,332000
Costa Rica,1827,68900
Cote d'Ivoire,1827,1140000
Croatia,1827,1310000
Cuba,1827,719000
Cyprus,1827,185000
Czech Republic,1827,5670000
Denmark,1827,1240000
Djibouti,1827,24200
Dominica,1827,20600
Dominican Republic,1827,101000
Ecuador,1827,566000
Egypt,1827,4530000
El Salvador,1827,273000
Equatorial Guinea,1827,82400
Eritrea,1827,226000
Estonia,1827,358000
Ethiopia,1827,3280000
Fiji,1827,136000
Finland,1827,1290000
France,1827,32700000
Gabon,1827,168000
Gambia,1827,109000
Georgia,1827,1150000
Germany,1827,27200000
Ghana,1827,1950000
Greece,1827,2470000
Grenada,1827,30200
Guatemala,1827,648000
Guinea,1827,1050000
Guinea-Bissau,1827,229000
Guyana,1827,175000
Haiti,1827,771000
Holy See,1827,905
Honduras,1827,173000
Hungary,1827,4370000
Iceland,1827,64500
India,1827,180000000
Indonesia,1827,18000000
Iran,1827,6800000
Iraq,1827,1150000
Ireland,1827,5400000
Israel,1827,210000
Italy,1827,21100000
Jamaica,1827,401000
Japan,1827,31200000
Jordan,1827,224000
Kazakhstan,1827,2180000
Kenya,1827,2570000
Kiribati,1827,18300
Kuwait,1827,81300
Kyrgyz Republic,1827,568000
