Country,time,value
Armenia,Apr 27 2018,3.841828
Australia,Apr 27 2018,8.572602
Austria,Apr 27 2018,3.064711
Azerbaijan,Apr 27 2018,1.263279
Belarus,Apr 27 2018,28.278667
Belgium,Apr 27 2018,4.703602
Bulgaria,Apr 27 2018,0.0
Croatia,Apr 27 2018,1.117408
Cyprus,Apr 27 2018,5.08869
Czech Republic,Apr 27 2018,5.676595
Denmark,Apr 27 2018,2.95443
Estonia,Apr 27 2018,1.502856
F.Y.R. Macedonia,Apr 27 2018,0.987467
Finland,Apr 27 2018,22.307668
France,Apr 27 2018,15.032369
Georgia,Apr 27 2018,0.230029
Germany,Apr 27 2018,11.555419
Greece,Apr 27 2018,1.574485
Hungary,Apr 27 2018,2.107355
Iceland,Apr 27 2018,0.202063
Ireland,Apr 27 2018,2.562788
Israel,Apr 27 2018,26.27225
Italy,Apr 27 2018,2.647704
Latvia,Apr 27 2018,0.705423
Lithuania,Apr 27 2018,2.427012
Malta,Apr 27 2018,0.800101
Moldova,Apr 27 2018,1.70505
Montenegro,Apr 27 2018,0.0
Netherlands,Apr 27 2018,6.364858
Norway,Apr 27 2018,19.304132
Poland,Apr 27 2018,0.72683
Portugal,Apr 27 2018,1.397839
Romania,Apr 27 2018,0.716681
Russia,Apr 27 2018,42.67189
San Marino,Apr 27 2018,0.046629
Serbia,Apr 27 2018,0.930883
Slovenia,Apr 27 2018,0.849688
Spain,Apr 27 2018,46.18108
Sweden,Apr 27 2018,9.67134
Switzerland,Apr 27 2018,0.849689
Ukraine,Apr 27 2018,8.977399
United Kingdom,Apr 27 2018,19.613841
Albania,Apr 28 2018,0.971297
Armenia,Apr 28 2018,3.680092
Australia,Apr 28 2018,8.884093
Austria,Apr 28 2018,3.350323
Azerbaijan,Apr 28 2018,1.598226
Belarus,Apr 28 2018,33.659592
Belgium,Apr 28 2018,9.696206
Bulgaria,Apr 28 2018,0.0
Croatia,Apr 28 2018,2.292752
Cyprus,Apr 28 2018,6.538231
Czech Republic,Apr 28 2018,6.605645
Denmark,Apr 28 2018,2.872915
Estonia,Apr 28 2018,2.764837
F.Y.R. Macedonia,Apr 28 2018,1.543701
Finland,Apr 28 2018,24.017137
France,Apr 28 2018,18.496952
Georgia,Apr 28 2018,0.319344
Germany,Apr 28 2018,6.16487
Greece,Apr 28 2018,2.79939
Hungary,Apr 28 2018,1.520299
Iceland,Apr 28 2018,0.170355
Ireland,Apr 28 2018,2.848603
Israel,Apr 28 2018,28.273627
Italy,Apr 28 2018,5.262306
Latvia,Apr 28 2018,0.798358
Lithuania,Apr 28 2018,3.637897
Malta,Apr 28 2018,1.003393
Moldova,Apr 28 2018,1.756373
Montenegro,Apr 28 2018,0.0
Netherlands,Apr 28 2018,9.38018
Norway,Apr 28 2018,22.123668
Poland,Apr 28 2018,1.135591
Portugal,Apr 28 2018,2.040515
Romania,Apr 28 2018,0.709471
Russia,Apr 28 2018,21.68629
San Marino,Apr 28 2018,0.051106
Serbia,Apr 28 2018,0.784161
Slovenia,Apr 28 2018,0.956432
Spain,Apr 28 2018,38.306227
Sweden,Apr 28 2018,8.912156
Switzerland,Apr 28 2018,1.132617
Ukraine,Apr 28 2018,9.549906
United Kingdom,Apr 28 2018,10.953852
Albania,Apr 29 2018,1.306086
Armenia,Apr 29 2018,4.0204
Australia,Apr 29 2018,7.691145
Austria,Apr 29 2018,17.459967
Azerbaijan,Apr 29 2018,3.033229
Belarus,Apr 29 2018,34.909552
Belgium,Apr 29 2018,14.256972
Bulgaria,Apr 29 2018,0.0
Croatia,Apr 29 2018,2.202566
Cyprus,Apr 29 2018,6.619467
Czech Republic,Apr 29 2018,26.372178
Denmark,Apr 29 2018,3.434512
Estonia,Apr 29 2018,3.298202
F.Y.R. Macedonia,Apr 29 2018,1.250186
Finland,Apr 29 2018,20.029511
France,Apr 29 2018,28.325378
Georgia,Apr 29 2018,0.394799
Germany,Apr 29 2018,5.498136
Greece,Apr 29 2018,3.097751
Hungary,Apr 29 2018,1.570618
Iceland,Apr 29 2018,0.391818
Ireland,Apr 29 2018,2.637585
Israel,Apr 29 2018,31.659356
Italy,Apr 29 2018,4.34083
Latvia,Apr 29 2018,0.912972
Lithuania,Apr 29 2018,3.881671
Malta,Apr 29 2018,0.957288
Moldova,Apr 29 2018,2.204275
Montenegro,Apr 29 2018,0.0
Netherlands,Apr 29 2018,8.34478
Norway,Apr 29 2018,18.6904
Poland,Apr 29 2018,1.003606
Portugal,Apr 29 2018,2.04663
Romania,Apr 29 2018,0.553848
Russia,Apr 29 2018,27.156317
San Marino,Apr 29 2018,0.050018
Serbia,Apr 29 2018,1.229614
Slovenia,Apr 29 2018,0.853971
Spain,Apr 29 2018,38.741578
Sweden,Apr 29 2018,7.294146
Switzerland,Apr 29 2018,1.404125
Ukraine,Apr 29 2018,8.941957
United Kingdom,Apr 29 2018,5.764562
Albania,Apr 30 2018,1.364849
Armenia,Apr 30 2018,3.987333
Australia,Apr 30 2018,6.202152
Austria,Apr 30 2018,4.967126
Azerbaijan,Apr 30 2018,2.056997
Belarus,Apr 30 2018,28.46937
Belgium,Apr 30 2018,10.09303
Bulgaria,Apr 30 2018,0.0
Croatia,Apr 30 2018,5.748507
Cyprus,Apr 30 2018,14.138206
Czech Republic,Apr 30 2018,40.7018
Denmark,Apr 30 2018,3.81536
Estonia,Apr 30 2018,2.555731
F.Y.R. Macedonia,Apr 30 2018,1.792418
Finland,Apr 30 2018,19.816281
France,Apr 30 2018,19.731363
Georgia,Apr 30 2018,0.381071
Germany,Apr 30 2018,5.617418
Greece,Apr 30 2018,5.639613
Hungary,Apr 30 2018,1.389326
Iceland,Apr 30 2018,0.297108
Ireland,Apr 30 2018,3.03791
Israel,Apr 30 2018,34.996245
Italy,Apr 30 2018,3.316749
Latvia,Apr 30 2018,0.80611
Lithuania,Apr 30 2018,3.118583
Malta,Apr 30 2018,0.874981
Moldova,Apr 30 2018,1.626864
Montenegro,Apr 30 2018,0.0
Netherlands,Apr 30 2018,61.624152
Norway,Apr 30 2018,15.541288
Poland,Apr 30 2018,1.027212
Portugal,Apr 30 2018,2.338699
Romania,Apr 30 2018,0.633405
Russia,Apr 30 2018,25.314088
San Marino,Apr 30 2018,0.05942
Serbia,Apr 30 2018,0.764686
Slovenia,Apr 30 2018,1.192517
Spain,Apr 30 2018,46.718836
Sweden,Apr 30 2018,7.278985
Switzerland,Apr 30 2018,2.363672
Ukraine,Apr 30 2018,13.612304
United Kingdom,Apr 30 2018,5.090586
Albania,May 1 2018,1.414591
Armenia,May 1 2018,3.810792
Australia,May 1 2018,9.213276
Austria,May 1 2018,3.795327
Azerbaijan,May 1 2018,3.281982
Belarus,May 1 2018,30.339922
Belgium,May 1 2018,6.110659
Bulgaria,May 1 2018,0.0
Croatia,May 1 2018,5.096206
Cyprus,May 1 2018,19.950377
Czech Republic,May 1 2018,27.028896
Denmark,May 1 2018,4.895413
Estonia,May 1 2018,2.575862
F.Y.R. Macedonia,May 1 2018,1.557056
Finland,May 1 2018,19.119358
France,May 1 2018,21.469135
Georgia,May 1 2018,0.41084
Germany,May 1 2018,5.488857
Greece,May 1 2018,7.869577
Hungary,May 1 2018,1.907176
Iceland,May 1 2018,0.370145
Ireland,May 1 2018,3.568676
Israel,May 1 2018,35.582584
Italy,May 1 2018,5.502636
Latvia,May 1 2018,1.323818
Lithuania,May 1 2018,2.607417
Malta,May 1 2018,0.877863
Moldova,May 1 2018,2.28625
Montenegro,May 1 2018,0.0
Netherlands,May 1 2018,181.560247
Norway,May 1 2018,26.654734
Poland,May 1 2018,1.19687
Portugal,May 1 2018,3.058724
Romania,May 1 2018,1.062857
Russia,May 1 2018,29.065881
San Marino,May 1 2018,0.100246
Serbia,May 1 2018,1.480911
Slovenia,May 1 2018,1.686192
Spain,May 1 2018,62.159726
Sweden,May 1 2018,7.88704
Switzerland,May 1 2018,2.343317
Ukraine,May 1 2018,16.530832
United Kingdom,May 1 2018,9.543553
Albania,May 2 2018,1.242039
Armenia,May 2 2018,3.210172
Australia,May 2 2018,10.205594
Austria,May 2 2018,3.435537
Azerbaijan,May 2 2018,2.373196
Belarus,May 2 2018,27.904101
Belgium,May 2 2018,6.140304
Bulgaria,May 2 2018,0.0
Croatia,May 2 2018,3.20669
Cyprus,May 2 2018,14.722675
Czech Republic,May 2 2018,18.976292
Denmark,May 2 2018,3.936817
Estonia,May 2 2018,2.206355
F.Y.R. Macedonia,May 2 2018,1.241005
Finland,May 2 2018,14.929628
France,May 2 2018,17.051422
Georgia,May 2 2018,0.639719
Germany,May 2 2018,5.766638
Greece,May 2 2018,3.918326
Hungary,May 2 2018,3.033425
Iceland,May 2 2018,0.191572
Ireland,May 2 2018,3.320833
Israel,May 2 2018,32.115007
Italy,May 2 2018,2.985902
Latvia,May 2 2018,1.987909
Lithuania,May 2 2018,2.388372
Malta,May 2 2018,1.568175
Moldova,May 2 2018,1.878666
Montenegro,May 2 2018,0.0
Netherlands,May 2 2018,84.812131
Norway,May 2 2018,20.99056
Poland,May 2 2018,1.429499
Portugal,May 2 2018,2.228361
Romania,May 2 2018,1.380858
Russia,May 2 2018,24.515615
San Marino,May 2 2018,0.066312
Serbia,May 2 2018,1.480643
Slovenia,May 2 2018,2.595225
Spain,May 2 2018,40.039954
Sweden,May 2 2018,10.531278
Switzerland,May 2 2018,2.471642
Ukraine,May 2 2018,17.697406
United Kingdom,May 2 2018,8.445126
Albania,May 3 2018,2.994053
Armenia,May 3 2018,3.502534
Australia,May 3 2018,8.22956
Austria,May 3 2018,3.46301
Azerbaijan,May 3 2018,2.17704
Belarus,May 3 2018,28.751298
Belgium,May 3 2018,5.992616
Bulgaria,May 3 2018,0.0
Croatia,May 3 2018,4.776395
Cyprus,May 3 2018,30.568877
Czech Republic,May 3 2018,17.416187
Denmark,May 3 2018,3.401337
Estonia,May 3 2018,3.752323
F.Y.R. Macedonia,May 3 2018,1.690613
Finland,May 3 2018,14.593392
France,May 3 2018,24.104109
Georgia,May 3 2018,0.469182
Germany,May 3 2018,5.917153
Greece,May 3 2018,5.405775
Hungary,May 3 2018,2.804514
Iceland,May 3 2018,0.36409
Ireland,May 3 2018,3.01441
Israel,May 3 2018,41.188322
Italy,May 3 2018,3.182205
Latvia,May 3 2018,1.429538
Lithuania,May 3 2018,3.827517
Malta,May 3 2018,1.265142
Moldova,May 3 2018,1.603496
Montenegro,May 3 2018,0.0
Netherlands,May 3 2018,41.051942
Norway,May 3 2018,20.504952
Poland,May 3 2018,1.596827
Portugal,May 3 2018,2.37583
Romania,May 3 2018,1.156756
Russia,May 3 2018,24.527434
San Marino,May 3 2018,0.022291
Serbia,May 3 2018,0.934142
Slovenia,May 3 2018,2.727125
Spain,May 3 2018,31.140825
Sweden,May 3 2018,9.93781
Switzerland,May 3 2018,2.302297
Ukraine,May 3 2018,18.410724
United Kingdom,May 3 2018,4.116439
Albania,May 4 2018,3.071155
Armenia,May 4 2018,4.209349
Australia,May 4 2018,8.586914
Austria,May 4 2018,4.20769
Azerbaijan,May 4 2018,2.011471
Belarus,May 4 2018,31.164014
Belgium,May 4 2018,5.347664
Bulgaria,May 4 2018,0.0
Croatia,May 4 2018,7.290658
Cyprus,May 4 2018,49.704612
Czech Republic,May 4 2018,14.391074
Denmark,May 4 2018,4.900776
Estonia,May 4 2018,4.663702
F.Y.R. Macedonia,May 4 2018,1.681155
Finland,May 4 2018,17.564734
France,May 4 2018,24.474587
Georgia,May 4 2018,0.395569
Germany,May 4 2018,7.808257
Greece,May 4 2018,6.399163
Hungary,May 4 2018,2.622374
Iceland,May 4 2018,0.370093
Ireland,May 4 2018,5.159137
Israel,May 4 2018,48.070397
Italy,May 4 2018,4.862979
Latvia,May 4 2018,1.392095
Lithuania,May 4 2018,3.852729
Malta,May 4 2018,1.839437
Moldova,May 4 2018,1.865463
Montenegro,May 4 2018,0.0
Netherlands,May 4 2018,37.381847
Norway,May 4 2018,29.693246
Poland,May 4 2018,1.31944
Portugal,May 4 2018,3.816549
Romania,May 4 2018,1.123871
Russia,May 4 2018,26.199515
San Marino,May 4 2018,0.046261
Serbia,May 4 2018,0.900634
Slovenia,May 4 2018,2.502734
Spain,May 4 2018,40.198077
Sweden,May 4 2018,11.984404
Switzerland,May 4 2018,2.651709
Ukraine,May 4 2018,24.609606
United Kingdom,May 4 2018,8.806083
Albania,May 5 2018,2.554103
Armenia,May 5 2018,4.667818
Australia,May 5 2018,11.862225
Austria,May 5 2018,3.783448
Azerbaijan,May 5 2018,1.962164
Belarus,May 5 2018,35.716666
Belgium,May 5 2018,6.298242
Bulgaria,May 5 2018,0.0
Croatia,May 5 2018,5.980018
Cyprus,May 5 2018,36.382321
Czech Republic,May 5 2018,16.762204
Denmark,May 5 2018,4.727235
Estonia,May 5 2018,5.287286
F.Y.R. Macedonia,May 5 2018,1.476412
Finland,May 5 2018,19.796447
France,May 5 2018,29.943647
Georgia,May 5 2018,0.518462
Germany,May 5 2018,11.461594
Greece,May 5 2018,6.762484
Hungary,May 5 2018,3.376987
Iceland,May 5 2018,0.353202
Ireland,May 5 2018,7.120802
Israel,May 5 2018,52.823139
Italy,May 5 2018,8.611201
Latvia,May 5 2018,2.251366
Lithuania,May 5 2018,3.39407
Malta,May 5 2018,1.978449
Moldova,May 5 2018,3.04785
Montenegro,May 5 2018,0.0
Netherlands,May 5 2018,125.858531
Norway,May 5 2018,29.822823
Poland,May 5 2018,1.602772
Portugal,May 5 2018,4.866162
Romania,May 5 2018,1.597386
Russia,May 5 2018,28.520859
San Marino,May 5 2018,0.034458
Serbia,May 5 2018,1.176831
Slovenia,May 5 2018,3.732963
Spain,May 5 2018,54.31804
Sweden,May 5 2018,14.787264
Switzerland,May 5 2018,2.226837
Ukraine,May 5 2018,25.076455
United Kingdom,May 5 2018,5.662553
Albania,May 6 2018,2.751282
Armenia,May 6 2018,5.802156
Australia,May 6 2018,20.890057
Austria,May 6 2018,5.582193
Azerbaijan,May 6 2018,2.33192
Belarus,May 6 2018,37.501886
Belgium,May 6 2018,7.738203
Bulgaria,May 6 2018,0.0
Croatia,May 6 2018,5.872952
Cyprus,May 6 2018,34.641888
Czech Republic,May 6 2018,20.273562
Denmark,May 6 2018,5.155676
Estonia,May 6 2018,5.800752
F.Y.R. Macedonia,May 6 2018,1.641419
Finland,May 6 2018,34.990354
France,May 6 2018,31.532298
Georgia,May 6 2018,0.795335
Germany,May 6 2018,10.727122
Greece,May 6 2018,9.297387
Hungary,May 6 2018,3.487075
Iceland,May 6 2018,0.505971
Ireland,May 6 2018,6.40201
Israel,May 6 2018,62.340104
Italy,May 6 2018,8.310413
Latvia,May 6 2018,2.631371
Lithuania,May 6 2018,4.586312
Malta,May 6 2018,1.938815
Moldova,May 6 2018,3.466799
Montenegro,May 6 2018,0.0
Netherlands,May 6 2018,81.589588
Norway,May 6 2018,34.541859
Poland,May 6 2018,1.820448
Portugal,May 6 2018,6.057924
Romania,May 6 2018,1.301051
Russia,May 6 2018,64.252384
San Marino,May 6 2018,0.077181
Serbia,May 6 2018,6.230427
Slovenia,May 6 2018,3.677482
Spain,May 6 2018,70.941309
Sweden,May 6 2018,17.48265
Switzerland,May 6 2018,2.677666
Ukraine,May 6 2018,33.273392
United Kingdom,May 6 2018,7.926513
Albania,May 7 2018,2.667476
Armenia,May 7 2018,5.786104
Australia,May 7 2018,19.893873
Austria,May 7 2018,8.164261
Azerbaijan,May 7 2018,3.025532
Belarus,May 7 2018,40.327657
Belgium,May 7 2018,10.266393
Bulgaria,May 7 2018,0.0
Croatia,May 7 2018,6.448876
Cyprus,May 7 2018,32.282075
Czech Republic,May 7 2018,19.820368
Denmark,May 7 2018,5.485461
Estonia,May 7 2018,6.027981
F.Y.R. Macedonia,May 7 2018,2.26321
Finland,May 7 2018,27.401731
France,May 7 2018,35.195128
Georgia,May 7 2018,0.656859
Germany,May 7 2018,15.442181
Greece,May 7 2018,10.723004
Hungary,May 7 2018,3.873547
Iceland,May 7 2018,0.546429
Ireland,May 7 2018,6.26403
Israel,May 7 2018,67.959926
Italy,May 7 2018,4.786682
Latvia,May 7 2018,2.318173
Lithuania,May 7 2018,7.720314
Malta,May 7 2018,1.95977
Moldova,May 7 2018,2.694689
Montenegro,May 7 2018,0.0
Netherlands,May 7 2018,116.98752
Norway,May 7 2018,32.890427
Poland,May 7 2018,2.203443
Portugal,May 7 2018,5.427671
Romania,May 7 2018,1.402898
Russia,May 7 2018,74.847422
San Marino,May 7 2018,0.11293
Serbia,May 7 2018,2.482136
Slovenia,May 7 2018,2.550962
Spain,May 7 2018,49.892889
Sweden,May 7 2018,13.422113
Switzerland,May 7 2018,4.009467
Ukraine,May 7 2018,38.970092
United Kingdom,May 7 2018,6.872083
Albania,May 8 2018,2.362653
Armenia,May 8 2018,6.279803
Australia,May 8 2018,19.698816
Austria,May 8 2018,11.984946
Azerbaijan,May 8 2018,3.002271
Belarus,May 8 2018,46.649419
Belgium,May 8 2018,17.278664
Bulgaria,May 8 2018,0.0
Croatia,May 8 2018,7.2897
Cyprus,May 8 2018,46.391165
Czech Republic,May 8 2018,17.623793
Denmark,May 8 2018,5.048044
Estonia,May 8 2018,7.636095
F.Y.R. Macedonia,May 8 2018,2.379546
Finland,May 8 2018,32.147938
France,May 8 2018,24.657569
Georgia,May 8 2018,0.507674
Germany,May 8 2018,15.455238
Greece,May 8 2018,7.964694
Hungary,May 8 2018,3.307074
Iceland,May 8 2018,0.452267
Ireland,May 8 2018,8.227366
Israel,May 8 2018,93.903545
Italy,May 8 2018,2.763817
Latvia,May 8 2018,1.840864
Lithuania,May 8 2018,9.925256
Malta,May 8 2018,1.565506
Moldova,May 8 2018,1.935092
Montenegro,May 8 2018,0.0
Netherlands,May 8 2018,102.843707
Norway,May 8 2018,24.698563
Poland,May 8 2018,1.824368
Portugal,May 8 2018,2.66714
Romania,May 8 2018,1.555854
Russia,May 8 2018,58.924357
San Marino,May 8 2018,0.091217
Serbia,May 8 2018,1.459456
Slovenia,May 8 2018,2.883062
Spain,May 8 2018,24.978833
Sweden,May 8 2018,9.688439
Switzerland,May 8 2018,8.036297
Ukraine,May 8 2018,28.556569
United Kingdom,May 8 2018,5.105172
