Job_Title,time,value
UX Researcher,Years_Experience,25.0
Mechanic,Years_Experience,11.0
Marketing Manager,Years_Experience,1.0
Retail Worker,Years_Experience,15.0
Security Guard,Years_Experience,26.0
Research Scientist,Years_Experience,26.0
Graphic Designer,Years_Experience,28.0
Teacher,Years_Experience,2.0
Truck Driver,Years_Experience,22.0
Nurse,Years_Experience,7.0
HR Specialist,Years_Experience,27.0
Truck Driver,Years_Experience,1.0
Customer Support,Years_Experience,27.0
Research Scientist,Years_Experience,21.0
Nurse,Years_Experience,9.0
Construction Worker,Years_Experience,1.0
Truck Driver,Years_Experience,19.0
Customer Support,Years_Experience,29.0
Customer Support,Years_Experience,6.0
Research Scientist,Years_Experience,11.0
Graphic Designer,Years_Experience,13.0
Marketing Manager,Years_Experience,19.0
UX Researcher,Years_Experience,3.0
Chef,Years_Experience,17.0
Data Scientist,Years_Experience,29.0
Teacher,Years_Experience,21.0
AI Engineer,Years_Experience,8.0
HR Specialist,Years_Experience,22.0
Financial Analyst,Years_Experience,5.0
Mechanic,Years_Experience,17.0
UX Researcher,Years_Experience,21.0
Software Engineer,Years_Experience,7.0
Doctor,Years_Experience,24.0
Graphic Designer,Years_Experience,28.0
Teacher,Years_Experience,10.0
Truck Driver,Years_Experience,1.0
Mechanic,Years_Experience,27.0
Construction Worker,Years_Experience,21.0
HR Specialist,Years_Experience,3.0
Software Engineer,Years_Experience,3.0
Security Guard,Years_Experience,22.0
AI Engineer,Years_Experience,25.0
Chef,Years_Experience,23.0
Data Scientist,Years_Experience,13.0
Mechanic,Years_Experience,26.0
Doctor,Years_Experience,16.0
Retail Worker,Years_Experience,5.0
Teacher,Years_Experience,19.0
UX Researcher,Years_Experience,15.0
Graphic Designer,Years_Experience,29.0
Construction Worker,Years_Experience,4.0
Marketing Manager,Years_Experience,7.0
Teacher,Years_Experience,29.0
Customer Support,Years_Experience,18.0
UX Researcher,Years_Experience,0.0
Marketing Manager,Years_Experience,8.0
Mechanic,Years_Experience,12.0
Nurse,Years_Experience,1.0
Software Engineer,Years_Experience,4.0
Construction Worker,Years_Experience,22.0
Security Guard,Years_Experience,21.0
Construction Worker,Years_Experience,3.0
Teacher,Years_Experience,2.0
AI Engineer,Years_Experience,14.0
Truck Driver,Years_Experience,16.0
Software Engineer,Years_Experience,13.0
Customer Support,Years_Experience,8.0
Retail Worker,Years_Experience,27.0
Truck Driver,Years_Experience,3.0
Marketing Manager,Years_Experience,6.0
Marketing Manager,Years_Experience,9.0
UX Researcher,Years_Experience,9.0
Truck Driver,Years_Experience,16.0
Financial Analyst,Years_Experience,13.0
Graphic Designer,Years_Experience,29.0
Marketing Manager,Years_Experience,15.0
Software Engineer,Years_Experience,27.0
Financial Analyst,Years_Experience,11.0
Teacher,Years_Experience,18.0
Teacher,Years_Experience,28.0
Lawyer,Years_Experience,28.0
Financial Analyst,Years_Experience,5.0
Lawyer,Years_Experience,4.0
HR Specialist,Years_Experience,29.0
Financial Analyst,Years_Experience,3.0
Construction Worker,Years_Experience,23.0
UX Researcher,Years_Experience,25.0
Construction Worker,Years_Experience,21.0
Mechanic,Years_Experience,13.0
Retail Worker,Years_Experience,10.0
Nurse,Years_Experience,11.0
Nurse,Years_Experience,1.0
Data Scientist,Years_Experience,25.0
Research Scientist,Years_Experience,2.0
Mechanic,Years_Experience,19.0
UX Researcher,Years_Experience,24.0
Chef,Years_Experience,3.0
Truck Driver,Years_Experience,0.0
Nurse,Years_Experience,16.0
Marketing Manager,Years_Experience,3.0
Construction Worker,Years_Experience,26.0
Financial Analyst,Years_Experience,28.0
UX Researcher,Years_Experience,2.0
Security Guard,Years_Experience,15.0
Customer Support,Years_Experience,5.0
Mechanic,Years_Experience,18.0
Truck Driver,Years_Experience,10.0
Data Scientist,Years_Experience,15.0
Data Scientist,Years_Experience,18.0
Doctor,Years_Experience,5.0
Financial Analyst,Years_Experience,8.0
Software Engineer,Years_Experience,6.0
Construction Worker,Years_Experience,25.0
AI Engineer,Years_Experience,13.0
AI Engineer,Years_Experience,1.0
Financial Analyst,Years_Experience,3.0
Data Scientist,Years_Experience,19.0
Graphic Designer,Years_Experience,3.0
Financial Analyst,Years_Experience,27.0
Lawyer,Years_Experience,0.0
HR Specialist,Years_Experience,17.0
Construction Worker,Years_Experience,7.0
AI Engineer,Years_Experience,11.0
Security Guard,Years_Experience,7.0
Teacher,Years_Experience,8.0
Teacher,Years_Experience,0.0
Financial Analyst,Years_Experience,15.0
Financial Analyst,Years_Experience,4.0
UX Researcher,Years_Experience,17.0
Teacher,Years_Experience,4.0
Nurse,Years_Experience,16.0
UX Researcher,Years_Experience,12.0
HR Specialist,Years_Experience,2.0
Doctor,Years_Experience,23.0
Teacher,Years_Experience,15.0
HR Specialist,Years_Experience,3.0
Data Scientist,Years_Experience,8.0
Security Guard,Years_Experience,14.0
Chef,Years_Experience,17.0
UX Researcher,Years_Experience,23.0
Teacher,Years_Experience,9.0
Mechanic,Years_Experience,12.0
Security Guard,Years_Experience,3.0
Financial Analyst,Years_Experience,10.0
Teacher,Years_Experience,12.0
Software Engineer,Years_Experience,29.0
Truck Driver,Years_Experience,6.0
Research Scientist,Years_Experience,13.0
Research Scientist,Years_Experience,0.0
Truck Driver,Years_Experience,0.0
UX Researcher,Years_Experience,15.0
Graphic Designer,Years_Experience,25.0
Customer Support,Years_Experience,20.0
Teacher,Years_Experience,2.0
Software Engineer,Years_Experience,13.0
HR Specialist,Years_Experience,17.0
Marketing Manager,Years_Experience,25.0
Teacher,Years_Experience,4.0
Nurse,Years_Experience,12.0
Retail Worker,Years_Experience,3.0
Graphic Designer,Years_Experience,11.0
Lawyer,Years_Experience,18.0
Lawyer,Years_Experience,26.0
Lawyer,Years_Experience,0.0
Lawyer,Years_Experience,1.0
Customer Support,Years_Experience,6.0
Lawyer,Years_Experience,18.0
Security Guard,Years_Experience,20.0
AI Engineer,Years_Experience,21.0
Marketing Manager,Years_Experience,3.0
Financial Analyst,Years_Experience,2.0
Mechanic,Years_Experience,20.0
Marketing Manager,Years_Experience,18.0
Software Engineer,Years_Experience,14.0
Lawyer,Years_Experience,19.0
Data Scientist,Years_Experience,2.0
Retail Worker,Years_Experience,11.0
AI Engineer,Years_Experience,22.0
Security Guard,Years_Experience,6.0
Mechanic,Years_Experience,28.0
Truck Driver,Years_Experience,23.0
Research Scientist,Years_Experience,12.0
Customer Support,Years_Experience,19.0
Financial Analyst,Years_Experience,7.0
Mechanic,Years_Experience,19.0
AI Engineer,Years_Experience,6.0
Graphic Designer,Years_Experience,3.0
Customer Support,Years_Experience,6.0
Truck Driver,Years_Experience,6.0
HR Specialist,Years_Experience,13.0
Construction Worker,Years_Experience,11.0
Construction Worker,Years_Experience,1.0
UX Researcher,Years_Experience,27.0
Retail Worker,Years_Experience,15.0
Retail Worker,Years_Experience,0.0
UX Researcher,Years_Experience,20.0
Customer Support,Years_Experience,24.0
Research Scientist,Years_Experience,4.0
Construction Worker,Years_Experience,25.0
Teacher,Years_Experience,12.0
UX Researcher,Years_Experience,8.0
Data Scientist,Years_Experience,26.0
Retail Worker,Years_Experience,27.0
AI Engineer,Years_Experience,11.0
Chef,Years_Experience,14.0
HR Specialist,Years_Experience,17.0
Security Guard,Years_Experience,21.0
Truck Driver,Years_Experience,20.0
Customer Support,Years_Experience,4.0
Software Engineer,Years_Experience,29.0
Software Engineer,Years_Experience,19.0
Truck Driver,Years_Experience,16.0
Doctor,Years_Experience,11.0
AI Engineer,Years_Experience,26.0
Research Scientist,Years_Experience,14.0
Lawyer,Years_Experience,16.0
Truck Driver,Years_Experience,9.0
Doctor,Years_Experience,27.0
Marketing Manager,Years_Experience,12.0
HR Specialist,Years_Experience,6.0
Chef,Years_Experience,23.0
UX Researcher,Years_Experience,18.0
Customer Support,Years_Experience,29.0
Graphic Designer,Years_Experience,26.0
Retail Worker,Years_Experience,0.0
Construction Worker,Years_Experience,0.0
Lawyer,Years_Experience,10.0
HR Specialist,Years_Experience,29.0
Mechanic,Years_Experience,24.0
Truck Driver,Years_Experience,21.0
Financial Analyst,Years_Experience,5.0
Graphic Designer,Years_Experience,24.0
Mechanic,Years_Experience,6.0
Software Engineer,Years_Experience,25.0
Doctor,Years_Experience,15.0
Nurse,Years_Experience,7.0
AI Engineer,Years_Experience,23.0
Nurse,Years_Experience,13.0
Security Guard,Years_Experience,8.0
Software Engineer,Years_Experience,15.0
Mechanic,Years_Experience,29.0
Truck Driver,Years_Experience,20.0
Doctor,Years_Experience,28.0
AI Engineer,Years_Experience,12.0
Mechanic,Years_Experience,12.0
Retail Worker,Years_Experience,16.0
Customer Support,Years_Experience,5.0
Mechanic,Years_Experience,22.0
Graphic Designer,Years_Experience,2.0
Financial Analyst,Years_Experience,12.0
Security Guard,Years_Experience,3.0
AI Engineer,Years_Experience,8.0
Software Engineer,Years_Experience,6.0
Graphic Designer,Years_Experience,14.0
Research Scientist,Years_Experience,23.0
Customer Support,Years_Experience,28.0
Retail Worker,Years_Experience,0.0
Data Scientist,Years_Experience,8.0
Security Guard,Years_Experience,13.0
Mechanic,Years_Experience,29.0
Retail Worker,Years_Experience,1.0
Financial Analyst,Years_Experience,26.0
Retail Worker,Years_Experience,9.0
Chef,Years_Experience,25.0
Construction Worker,Years_Experience,0.0
HR Specialist,Years_Experience,26.0
Graphic Designer,Years_Experience,28.0
Data Scientist,Years_Experience,3.0
Chef,Years_Experience,23.0
Customer Support,Years_Experience,8.0
Construction Worker,Years_Experience,25.0
Research Scientist,Years_Experience,20.0
Chef,Years_Experience,5.0
Marketing Manager,Years_Experience,8.0
Chef,Years_Experience,7.0
Graphic Designer,Years_Experience,24.0
Teacher,Years_Experience,24.0
Customer Support,Years_Experience,10.0
Chef,Years_Experience,22.0
Research Scientist,Years_Experience,1.0
Security Guard,Years_Experience,19.0
Marketing Manager,Years_Experience,7.0
Graphic Designer,Years_Experience,2.0
Nurse,Years_Experience,0.0
Data Scientist,Years_Experience,25.0
Graphic Designer,Years_Experience,29.0
Mechanic,Years_Experience,14.0
Nurse,Years_Experience,29.0
HR Specialist,Years_Experience,5.0
Graphic Designer,Years_Experience,10.0
Chef,Years_Experience,26.0
Data Scientist,Years_Experience,6.0
Teacher,Years_Experience,27.0
Research Scientist,Years_Experience,10.0
Graphic Designer,Years_Experience,14.0
Marketing Manager,Years_Experience,18.0
AI Engineer,Years_Experience,29.0
Nurse,Years_Experience,7.0
Mechanic,Years_Experience,9.0
Marketing Manager,Years_Experience,3.0
HR Specialist,Years_Experience,28.0
Customer Support,Years_Experience,19.0
Nurse,Years_Experience,10.0
Truck Driver,Years_Experience,5.0
Data Scientist,Years_Experience,4.0
Software Engineer,Years_Experience,7.0
Retail Worker,Years_Experience,22.0
Graphic Designer,Years_Experience,1.0
Software Engineer,Years_Experience,22.0
Lawyer,Years_Experience,12.0
Security Guard,Years_Experience,9.0
Graphic Designer,Years_Experience,21.0
Security Guard,Years_Experience,11.0
Graphic Designer,Years_Experience,8.0
Retail Worker,Years_Experience,23.0
Mechanic,Years_Experience,29.0
Construction Worker,Years_Experience,12.0
Truck Driver,Years_Experience,15.0
AI Engineer,Years_Experience,21.0
Research Scientist,Years_Experience,16.0
Teacher,Years_Experience,13.0
Truck Driver,Years_Experience,13.0
Mechanic,Years_Experience,15.0
UX Researcher,Years_Experience,10.0
Chef,Years_Experience,6.0
Customer Support,Years_Experience,21.0
Software Engineer,Years_Experience,7.0
Security Guard,Years_Experience,19.0
UX Researcher,Years_Experience,23.0
Financial Analyst,Years_Experience,11.0
Construction Worker,Years_Experience,27.0
Graphic Designer,Years_Experience,3.0
Chef,Years_Experience,8.0
Teacher,Years_Experience,27.0
Lawyer,Years_Experience,4.0
Retail Worker,Years_Experience,16.0
AI Engineer,Years_Experience,9.0
Truck Driver,Years_Experience,4.0
UX Researcher,Years_Experience,24.0
Truck Driver,Years_Experience,12.0
Financial Analyst,Years_Experience,6.0
Doctor,Years_Experience,15.0
Construction Worker,Years_Experience,25.0
Retail Worker,Years_Experience,4.0
Retail Worker,Years_Experience,18.0
Marketing Manager,Years_Experience,11.0
Lawyer,Years_Experience,15.0
Truck Driver,Years_Experience,22.0
Software Engineer,Years_Experience,23.0
Doctor,Years_Experience,0.0
Mechanic,Years_Experience,16.0
Construction Worker,Years_Experience,11.0
AI Engineer,Years_Experience,11.0
Mechanic,Years_Experience,23.0
Marketing Manager,Years_Experience,4.0
Software Engineer,Years_Experience,24.0
Doctor,Years_Experience,18.0
Retail Worker,Years_Experience,8.0
Security Guard,Years_Experience,25.0
Teacher,Years_Experience,10.0
Marketing Manager,Years_Experience,17.0
AI Engineer,Years_Experience,24.0
Security Guard,Years_Experience,1.0
Customer Support,Years_Experience,20.0
Chef,Years_Experience,7.0
Chef,Years_Experience,7.0
Lawyer,Years_Experience,1.0
UX Researcher,Years_Experience,15.0
HR Specialist,Years_Experience,18.0
Customer Support,Years_Experience,7.0
Customer Support,Years_Experience,11.0
Truck Driver,Years_Experience,10.0
Retail Worker,Years_Experience,14.0
Lawyer,Years_Experience,20.0
Marketing Manager,Years_Experience,27.0
Truck Driver,Years_Experience,29.0
AI Engineer,Years_Experience,15.0
Doctor,Years_Experience,26.0
Customer Support,Years_Experience,3.0
Chef,Years_Experience,22.0
HR Specialist,Years_Experience,27.0
Security Guard,Years_Experience,12.0
Financial Analyst,Years_Experience,23.0
Marketing Manager,Years_Experience,11.0
Software Engineer,Years_Experience,16.0
Doctor,Years_Experience,2.0
UX Researcher,Years_Experience,24.0
Graphic Designer,Years_Experience,23.0
Financial Analyst,Years_Experience,25.0
Data Scientist,Years_Experience,5.0
Lawyer,Years_Experience,1.0
Graphic Designer,Years_Experience,28.0
Security Guard,Years_Experience,14.0
Data Scientist,Years_Experience,0.0
Retail Worker,Years_Experience,0.0
AI Engineer,Years_Experience,13.0
Graphic Designer,Years_Experience,11.0
Research Scientist,Years_Experience,21.0
Software Engineer,Years_Experience,13.0
Chef,Years_Experience,29.0
Software Engineer,Years_Experience,1.0
Doctor,Years_Experience,1.0
Customer Support,Years_Experience,20.0
Graphic Designer,Years_Experience,27.0
Customer Support,Years_Experience,10.0
UX Researcher,Years_Experience,10.0
Lawyer,Years_Experience,21.0
Security Guard,Years_Experience,28.0
Retail Worker,Years_Experience,1.0
Financial Analyst,Years_Experience,12.0
Truck Driver,Years_Experience,9.0
Financial Analyst,Years_Experience,3.0
Data Scientist,Years_Experience,11.0
Marketing Manager,Years_Experience,25.0
Nurse,Years_Experience,23.0
Truck Driver,Years_Experience,16.0
Graphic Designer,Years_Experience,22.0
Software Engineer,Years_Experience,26.0
HR Specialist,Years_Experience,22.0
Construction Worker,Years_Experience,23.0
Data Scientist,Years_Experience,1.0
Security Guard,Years_Experience,19.0
Construction Worker,Years_Experience,19.0
Software Engineer,Years_Experience,17.0
Marketing Manager,Years_Experience,3.0
Mechanic,Years_Experience,28.0
Graphic Designer,Years_Experience,5.0
Doctor,Years_Experience,19.0
Financial Analyst,Years_Experience,16.0
Data Scientist,Years_Experience,22.0
Teacher,Years_Experience,28.0
Chef,Years_Experience,21.0
Construction Worker,Years_Experience,27.0
Marketing Manager,Years_Experience,16.0
Data Scientist,Years_Experience,28.0
Software Engineer,Years_Experience,4.0
Construction Worker,Years_Experience,28.0
Data Scientist,Years_Experience,23.0
Nurse,Years_Experience,5.0
Graphic Designer,Years_Experience,12.0
HR Specialist,Years_Experience,20.0
Marketing Manager,Years_Experience,1.0
Construction Worker,Years_Experience,4.0
UX Researcher,Years_Experience,2.0
Mechanic,Years_Experience,15.0
AI Engineer,Years_Experience,21.0
HR Specialist,Years_Experience,15.0
Data Scientist,Years_Experience,13.0
Nurse,Years_Experience,15.0
HR Specialist,Years_Experience,14.0
Construction Worker,Years_Experience,9.0
Lawyer,Years_Experience,29.0
AI Engineer,Years_Experience,27.0
Security Guard,Years_Experience,29.0
Software Engineer,Years_Experience,3.0
Financial Analyst,Years_Experience,29.0
Truck Driver,Years_Experience,13.0
Marketing Manager,Years_Experience,25.0
Mechanic,Years_Experience,6.0
HR Specialist,Years_Experience,20.0
Graphic Designer,Years_Experience,16.0
Software Engineer,Years_Experience,3.0
Software Engineer,Years_Experience,8.0
Marketing Manager,Years_Experience,24.0
Software Engineer,Years_Experience,7.0
Mechanic,Years_Experience,27.0
Security Guard,Years_Experience,11.0
Lawyer,Years_Experience,5.0
Retail Worker,Years_Experience,12.0
Research Scientist,Years_Experience,22.0
Mechanic,Years_Experience,4.0
Nurse,Years_Experience,16.0
Lawyer,Years_Experience,29.0
Graphic Designer,Years_Experience,9.0
Lawyer,Years_Experience,24.0
Financial Analyst,Years_Experience,7.0
Graphic Designer,Years_Experience,5.0
Doctor,Years_Experience,17.0
Graphic Designer,Years_Experience,2.0
Software Engineer,Years_Experience,10.0
Truck Driver,Years_Experience,12.0
Chef,Years_Experience,3.0
Security Guard,Years_Experience,25.0
Lawyer,Years_Experience,4.0
Graphic Designer,Years_Experience,9.0
Security Guard,Years_Experience,16.0
Financial Analyst,Years_Experience,22.0
Chef,Years_Experience,7.0
AI Engineer,Years_Experience,0.0
Doctor,Years_Experience,7.0
UX Researcher,Years_Experience,14.0
Lawyer,Years_Experience,20.0
Teacher,Years_Experience,18.0
Teacher,Years_Experience,13.0
Truck Driver,Years_Experience,29.0
Teacher,Years_Experience,16.0
AI Engineer,Years_Experience,16.0
Data Scientist,Years_Experience,25.0
Chef,Years_Experience,8.0
Graphic Designer,Years_Experience,26.0
Customer Support,Years_Experience,15.0
Customer Support,Years_Experience,21.0
Construction Worker,Years_Experience,12.0
Software Engineer,Years_Experience,5.0
Software Engineer,Years_Experience,29.0
Mechanic,Years_Experience,27.0
AI Engineer,Years_Experience,8.0
Retail Worker,Years_Experience,17.0
Truck Driver,Years_Experience,18.0
Software Engineer,Years_Experience,24.0
Chef,Years_Experience,8.0
Doctor,Years_Experience,0.0
Lawyer,Years_Experience,1.0
Customer Support,Years_Experience,19.0
Security Guard,Years_Experience,14.0
Marketing Manager,Years_Experience,13.0
HR Specialist,Years_Experience,14.0
Lawyer,Years_Experience,22.0
Nurse,Years_Experience,18.0
Truck Driver,Years_Experience,20.0
Chef,Years_Experience,22.0
Marketing Manager,Years_Experience,11.0
Software Engineer,Years_Experience,9.0
Security Guard,Years_Experience,14.0
Customer Support,Years_Experience,17.0
UX Researcher,Years_Experience,26.0
Security Guard,Years_Experience,10.0
Lawyer,Years_Experience,28.0
Chef,Years_Experience,7.0
Truck Driver,Years_Experience,28.0
Financial Analyst,Years_Experience,27.0
Doctor,Years_Experience,29.0
Marketing Manager,Years_Experience,18.0
Construction Worker,Years_Experience,6.0
Retail Worker,Years_Experience,21.0
Data Scientist,Years_Experience,4.0
Financial Analyst,Years_Experience,23.0
Research Scientist,Years_Experience,9.0
HR Specialist,Years_Experience,18.0
HR Specialist,Years_Experience,27.0
Construction Worker,Years_Experience,22.0
Data Scientist,Years_Experience,12.0
Marketing Manager,Years_Experience,18.0
Truck Driver,Years_Experience,9.0
Software Engineer,Years_Experience,24.0
Mechanic,Years_Experience,17.0
Software Engineer,Years_Experience,25.0
Truck Driver,Years_Experience,3.0
Software Engineer,Years_Experience,29.0
Customer Support,Years_Experience,4.0
Truck Driver,Years_Experience,27.0
UX Researcher,Years_Experience,29.0
Marketing Manager,Years_Experience,29.0
Retail Worker,Years_Experience,22.0
HR Specialist,Years_Experience,9.0
UX Researcher,Years_Experience,27.0
AI Engineer,Years_Experience,7.0
Construction Worker,Years_Experience,1.0
UX Researcher,Years_Experience,3.0
Teacher,Years_Experience,18.0
Research Scientist,Years_Experience,15.0
Marketing Manager,Years_Experience,7.0
Security Guard,Years_Experience,2.0
Security Guard,Years_Experience,10.0
Retail Worker,Years_Experience,18.0
Customer Support,Years_Experience,27.0
Retail Worker,Years_Experience,9.0
Retail Worker,Years_Experience,26.0
Data Scientist,Years_Experience,16.0
Construction Worker,Years_Experience,3.0
Software Engineer,Years_Experience,18.0
AI Engineer,Years_Experience,7.0
Chef,Years_Experience,12.0
UX Researcher,Years_Experience,26.0
Nurse,Years_Experience,15.0
AI Engineer,Years_Experience,18.0
Marketing Manager,Years_Experience,14.0
Teacher,Years_Experience,13.0
Truck Driver,Years_Experience,5.0
Marketing Manager,Years_Experience,6.0
Construction Worker,Years_Experience,23.0
Graphic Designer,Years_Experience,1.0
Research Scientist,Years_Experience,16.0
AI Engineer,Years_Experience,23.0
Doctor,Years_Experience,13.0
Customer Support,Years_Experience,5.0
Customer Support,Years_Experience,10.0
UX Researcher,Years_Experience,22.0
Retail Worker,Years_Experience,16.0
Research Scientist,Years_Experience,6.0
Security Guard,Years_Experience,5.0
Software Engineer,Years_Experience,3.0
Mechanic,Years_Experience,6.0
Chef,Years_Experience,3.0
Nurse,Years_Experience,4.0
Software Engineer,Years_Experience,4.0
AI Engineer,Years_Experience,7.0
Software Engineer,Years_Experience,29.0
Mechanic,Years_Experience,11.0
HR Specialist,Years_Experience,3.0
Financial Analyst,Years_Experience,22.0
Truck Driver,Years_Experience,25.0
UX Researcher,Years_Experience,4.0
Customer Support,Years_Experience,10.0
Mechanic,Years_Experience,9.0
Nurse,Years_Experience,0.0
Software Engineer,Years_Experience,4.0
Marketing Manager,Years_Experience,4.0
Truck Driver,Years_Experience,28.0
Customer Support,Years_Experience,15.0
Construction Worker,Years_Experience,29.0
Chef,Years_Experience,23.0
Construction Worker,Years_Experience,14.0
Truck Driver,Years_Experience,28.0
Research Scientist,Years_Experience,9.0
Retail Worker,Years_Experience,23.0
Mechanic,Years_Experience,17.0
Retail Worker,Years_Experience,3.0
Truck Driver,Years_Experience,25.0
UX Researcher,Years_Experience,25.0
UX Researcher,Years_Experience,19.0
Research Scientist,Years_Experience,9.0
Construction Worker,Years_Experience,21.0
Customer Support,Years_Experience,1.0
UX Researcher,Years_Experience,26.0
Nurse,Years_Experience,18.0
Graphic Designer,Years_Experience,8.0
Graphic Designer,Years_Experience,5.0
Teacher,Years_Experience,27.0
HR Specialist,Years_Experience,28.0
Mechanic,Years_Experience,22.0
Mechanic,Years_Experience,9.0
Customer Support,Years_Experience,10.0
Data Scientist,Years_Experience,21.0
Data Scientist,Years_Experience,1.0
UX Researcher,Years_Experience,26.0
Doctor,Years_Experience,16.0
Graphic Designer,Years_Experience,28.0
Construction Worker,Years_Experience,22.0
Research Scientist,Years_Experience,9.0
Software Engineer,Years_Experience,7.0
Data Scientist,Years_Experience,7.0
Retail Worker,Years_Experience,27.0
Doctor,Years_Experience,3.0
Financial Analyst,Years_Experience,0.0
UX Researcher,Years_Experience,29.0
Teacher,Years_Experience,26.0
Chef,Years_Experience,23.0
Teacher,Years_Experience,21.0
Customer Support,Years_Experience,17.0
Doctor,Years_Experience,27.0
AI Engineer,Years_Experience,12.0
Truck Driver,Years_Experience,17.0
HR Specialist,Years_Experience,16.0
Research Scientist,Years_Experience,22.0
Retail Worker,Years_Experience,7.0
Retail Worker,Years_Experience,12.0
Data Scientist,Years_Experience,6.0
Security Guard,Years_Experience,3.0
HR Specialist,Years_Experience,5.0
Data Scientist,Years_Experience,7.0
Financial Analyst,Years_Experience,10.0
Truck Driver,Years_Experience,13.0
AI Engineer,Years_Experience,25.0
Mechanic,Years_Experience,18.0
Doctor,Years_Experience,6.0
UX Researcher,Years_Experience,29.0
Data Scientist,Years_Experience,23.0
Graphic Designer,Years_Experience,7.0
Graphic Designer,Years_Experience,25.0
Security Guard,AI_Exposure_Index,0.18
Research Scientist,AI_Exposure_Index,0.62
Construction Worker,AI_Exposure_Index,0.86
Software Engineer,AI_Exposure_Index,0.39
Financial Analyst,AI_Exposure_Index,0.52
AI Engineer,AI_Exposure_Index,0.29
Mechanic,AI_Exposure_Index,0.67
Teacher,AI_Exposure_Index,0.2
HR Specialist,AI_Exposure_Index,0.3
Customer Support,AI_Exposure_Index,0.01
UX Researcher,AI_Exposure_Index,0.5
Financial Analyst,AI_Exposure_Index,0.67
Lawyer,AI_Exposure_Index,0.68
Data Scientist,AI_Exposure_Index,0.26
Research Scientist,AI_Exposure_Index,0.89
Graphic Designer,AI_Exposure_Index,0.65
Teacher,AI_Exposure_Index,0.97
Teacher,AI_Exposure_Index,0.94
Retail Worker,AI_Exposure_Index,0.17
Doctor,AI_Exposure_Index,0.55
AI Engineer,AI_Exposure_Index,0.09
HR Specialist,AI_Exposure_Index,0.22
Teacher,AI_Exposure_Index,0.08
Financial Analyst,AI_Exposure_Index,0.74
AI Engineer,AI_Exposure_Index,0.1
Software Engineer,AI_Exposure_Index,0.16
Mechanic,AI_Exposure_Index,0.91
Customer Support,AI_Exposure_Index,0.7
HR Specialist,AI_Exposure_Index,0.93
HR Specialist,AI_Exposure_Index,0.09
Teacher,AI_Exposure_Index,0.49
Retail Worker,AI_Exposure_Index,0.82
Retail Worker,AI_Exposure_Index,0.56
Truck Driver,AI_Exposure_Index,0.37
Teacher,AI_Exposure_Index,0.52
Mechanic,AI_Exposure_Index,0.19
Mechanic,AI_Exposure_Index,0.82
Customer Support,AI_Exposure_Index,0.38
Chef,AI_Exposure_Index,0.94
Retail Worker,AI_Exposure_Index,0.77
Graphic Designer,AI_Exposure_Index,0.98
Doctor,AI_Exposure_Index,0.84
Research Scientist,AI_Exposure_Index,0.18
Construction Worker,AI_Exposure_Index,0.21
Customer Support,AI_Exposure_Index,0.99
Data Scientist,AI_Exposure_Index,0.87
Construction Worker,AI_Exposure_Index,0.65
Teacher,AI_Exposure_Index,0.93
UX Researcher,AI_Exposure_Index,0.4
Retail Worker,AI_Exposure_Index,0.43
Security Guard,AI_Exposure_Index,0.99
AI Engineer,AI_Exposure_Index,0.99
AI Engineer,AI_Exposure_Index,0.91
UX Researcher,AI_Exposure_Index,0.07
Customer Support,AI_Exposure_Index,0.71
Data Scientist,AI_Exposure_Index,0.49
Graphic Designer,AI_Exposure_Index,0.61
Doctor,AI_Exposure_Index,0.07
Mechanic,AI_Exposure_Index,0.38
Research Scientist,AI_Exposure_Index,0.91
Financial Analyst,AI_Exposure_Index,0.86
UX Researcher,AI_Exposure_Index,0.29
UX Researcher,AI_Exposure_Index,0.03
Security Guard,AI_Exposure_Index,0.1
Security Guard,AI_Exposure_Index,0.18
Nurse,AI_Exposure_Index,0.22
Graphic Designer,AI_Exposure_Index,0.65
AI Engineer,AI_Exposure_Index,0.11
Chef,AI_Exposure_Index,0.96
Data Scientist,AI_Exposure_Index,0.48
Marketing Manager,AI_Exposure_Index,0.6
Marketing Manager,AI_Exposure_Index,0.54
Construction Worker,AI_Exposure_Index,0.93
Research Scientist,AI_Exposure_Index,0.83
Customer Support,AI_Exposure_Index,0.63
Mechanic,AI_Exposure_Index,0.4
Data Scientist,AI_Exposure_Index,0.23
Software Engineer,AI_Exposure_Index,0.61
Research Scientist,AI_Exposure_Index,0.06
Financial Analyst,AI_Exposure_Index,0.59
Marketing Manager,AI_Exposure_Index,0.37
Financial Analyst,AI_Exposure_Index,0.68
Financial Analyst,AI_Exposure_Index,0.16
Marketing Manager,AI_Exposure_Index,0.62
Retail Worker,AI_Exposure_Index,0.1
Nurse,AI_Exposure_Index,0.75
Retail Worker,AI_Exposure_Index,0.16
Retail Worker,AI_Exposure_Index,0.4
Lawyer,AI_Exposure_Index,0.87
Doctor,AI_Exposure_Index,0.69
Marketing Manager,AI_Exposure_Index,0.6
AI Engineer,AI_Exposure_Index,0.56
Graphic Designer,AI_Exposure_Index,0.17
Construction Worker,AI_Exposure_Index,0.66
Marketing Manager,AI_Exposure_Index,0.47
HR Specialist,AI_Exposure_Index,0.42
Truck Driver,AI_Exposure_Index,0.03
UX Researcher,AI_Exposure_Index,0.91
Chef,AI_Exposure_Index,0.39
HR Specialist,AI_Exposure_Index,0.15
HR Specialist,AI_Exposure_Index,0.56
